checking_status,duration,loan_history,purpose,loan_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_loans,job,num_dependents,own_telephone,foreign_worker,accepted
None,21,Existing_loans_paid_till_now,used_car,5248,Unknown_or_no_savings_acct,1_to_4yrs,1,male_single,None,3,car_or_other_nonsavings,26,none,own,1,skilled_employee/official,1,No,yes,2
None,15,Existing_loans_paid_till_now,used_car,3029,<100DM,4_to_7yrs,2,male_single,None,2,car_or_other_nonsavings,33,none,own,hx1,skilled_employee/official,1,No,yes,2
<0DM,6,Existing_loans_paid_till_now,furniture/equipment,428,<100DM,>7yrs,2,female_divorced/separated/married,None,1,building_society_savings_agreement/life_insurance,49,bank,own,1,skilled_employee/official,1,Yes,yes,2
<0DM,18,Existing_loans_paid_till_now,new_car,976,<100DM,<1yr,1,female_divorced/separated/married,None,2,car_or_other_nonsavings,23,none,own,k1,unskilled_resident,1,No,yes,1
0_to_200DM,12,Existing_loans_paid_till_now,business,841,100_to_500DM,4_to_7yrs,2,female_divorced/separated/married,None,4,real_estate,23,none,rent,dm1,unskilled_resident,1,No,yes,2
None,30,Critical_acct_other_loans_existing,radio/television,5771,<100DM,4_to_7yrs,4,female_divorced/separated/married,None,2,car_or_other_nonsavings,25,none,own,k22,skilled_employee/official,1,No,yes,2
None,12,Delay_in_past,repairs,1555,>1000DM,>7yrs,4,male_single,None,4,unknown/no_property,55,none,for_free,q22,skilled_employee/official,2,No,yes,1
<0DM,24,Existing_loans_paid_till_now,new_car,1285,Unknown_or_no_savings_acct,4_to_7yrs,4,female_divorced/separated/married,None,4,unknown/no_property,32,none,rent,l1,skilled_employee/official,1,No,yes,1
>200DM,6,Critical_acct_other_loans_existing,new_car,1299,<100DM,1_to_4yrs,1,male_single,None,1,real_estate,74,none,own,333,unemployed/unskilled_nonresident,2,No,no,2
>200DM,15,Critical_acct_other_loans_existing,radio/television,1271,Unknown_or_no_savings_acct,1_to_4yrs,3,male_single,None,4,unknown/no_property,39,none,for_free,m22,skilled_employee/official,1,Yes,yes,1
None,24,Existing_loans_paid_till_now,new_car,1393,<100DM,1_to_4yrs,2,male_single,guarantor,2,real_estate,31,none,own,lh1,skilled_employee/official,1,Yes,yes,2
<0DM,12,Critical_acct_other_loans_existing,new_car,691,<100DM,>7yrs,4,male_single,None,3,building_society_savings_agreement/life_insurance,35,none,own,22,skilled_employee/official,1,No,yes,1
None,15,Critical_acct_other_loans_existing,new_car,5045,Unknown_or_no_savings_acct,>7yrs,1,female_divorced/separated/married,None,4,car_or_other_nonsavings,59,none,own,a1,skilled_employee/official,1,Yes,yes,2
<0DM,18,Critical_acct_other_loans_existing,furniture/equipment,2124,<100DM,1_to_4yrs,4,female_divorced/separated/married,None,4,real_estate,24,none,rent,j22,skilled_employee/official,1,No,yes,1
<0DM,12,Existing_loans_paid_till_now,radio/television,2214,<100DM,1_to_4yrs,4,male_single,None,3,building_society_savings_agreement/life_insurance,24,none,own,d1,unskilled_resident,1,No,yes,2
None,21,Critical_acct_other_loans_existing,new_car,12680,Unknown_or_no_savings_acct,>7yrs,4,male_single,None,4,unknown/no_property,30,none,for_free,uf1,management_self-employed_highly_qualified/officer,1,Yes,yes,1
None,24,Critical_acct_other_loans_existing,new_car,2463,100_to_500DM,4_to_7yrs,4,male_married/widowed,None,3,building_society_savings_agreement/life_insurance,27,none,own,qf22,skilled_employee/official,1,Yes,yes,2
0_to_200DM,12,Existing_loans_paid_till_now,radio/television,1155,<100DM,>7yrs,3,male_married/widowed,guarantor,3,real_estate,40,bank,own,rk22,unskilled_resident,1,No,yes,2
<0DM,30,Existing_loans_paid_till_now,furniture/equipment,3108,<100DM,<1yr,2,male_divorced/separated,None,4,building_society_savings_agreement/life_insurance,31,none,own,s1,unskilled_resident,1,No,yes,1
None,10,Existing_loans_paid_till_now,used_car,2901,Unknown_or_no_savings_acct,<1yr,1,female_divorced/separated/married,None,4,real_estate,31,none,rent,tu1,skilled_employee/official,1,No,yes,2
0_to_200DM,12,Critical_acct_other_loans_existing,furniture/equipment,3617,<100DM,>7yrs,1,male_single,None,4,car_or_other_nonsavings,28,none,rent,333,skilled_employee/official,1,Yes,yes,2
None,12,Critical_acct_other_loans_existing,radio/television,1655,<100DM,>7yrs,2,male_single,None,4,real_estate,63,none,own,p22,unskilled_resident,1,Yes,yes,2
<0DM,24,Existing_loans_paid_till_now,used_car,2812,Unknown_or_no_savings_acct,>7yrs,2,female_divorced/separated/married,None,4,real_estate,26,none,rent,s1,skilled_employee/official,1,No,yes,2
<0DM,36,Critical_acct_other_loans_existing,education,8065,<100DM,1_to_4yrs,3,female_divorced/separated/married,None,2,unknown/no_property,25,none,own,w22,management_self-employed_highly_qualified/officer,1,Yes,yes,1
None,21,Critical_acct_other_loans_existing,used_car,3275,<100DM,>7yrs,1,male_single,None,4,car_or_other_nonsavings,36,none,own,df1,management_self-employed_highly_qualified/officer,1,Yes,yes,2
None,24,Critical_acct_other_loans_existing,radio/television,2223,100_to_500DM,>7yrs,4,male_single,None,4,building_society_savings_agreement/life_insurance,52,bank,own,f22,skilled_employee/official,1,No,yes,2
>200DM,12,Critical_acct_other_loans_existing,new_car,1480,500_to_1000DM,unemployed,2,male_single,None,4,unknown/no_property,66,bank,for_free,333,unemployed/unskilled_nonresident,1,No,yes,2
<0DM,24,Existing_loans_paid_till_now,new_car,1371,Unknown_or_no_savings_acct,1_to_4yrs,4,female_divorced/separated/married,None,4,real_estate,25,none,rent,1,skilled_employee/official,1,No,yes,1
None,36,Critical_acct_other_loans_existing,new_car,3535,<100DM,4_to_7yrs,4,male_single,None,4,car_or_other_nonsavings,37,none,own,22,skilled_employee/official,1,Yes,yes,2
<0DM,18,Existing_loans_paid_till_now,radio/television,3509,<100DM,4_to_7yrs,4,female_divorced/separated/married,guarantor,1,real_estate,25,none,own,1,skilled_employee/official,1,No,yes,2
None,36,Critical_acct_other_loans_existing,used_car,5711,>1000DM,>7yrs,4,male_single,None,2,car_or_other_nonsavings,38,none,own,f22,management_self-employed_highly_qualified/officer,1,Yes,yes,2
0_to_200DM,18,Existing_loans_paid_till_now,repairs,3872,<100DM,unemployed,2,female_divorced/separated/married,None,4,car_or_other_nonsavings,67,none,own,1,skilled_employee/official,1,Yes,yes,2
0_to_200DM,39,Critical_acct_other_loans_existing,radio/television,4933,<100DM,4_to_7yrs,2,male_single,guarantor,2,real_estate,25,none,own,qj22,skilled_employee/official,1,No,yes,1
None,24,Critical_acct_other_loans_existing,new_car,1940,>1000DM,>7yrs,4,male_single,None,4,real_estate,60,none,own,y1,skilled_employee/official,1,Yes,yes,2
0_to_200DM,12,No_loans_taken_or_all_paid,retraining,1410,<100DM,1_to_4yrs,2,male_single,None,2,real_estate,31,none,own,1,unskilled_resident,1,Yes,yes,2
0_to_200DM,12,Existing_loans_paid_till_now,new_car,836,100_to_500DM,<1yr,4,female_divorced/separated/married,None,2,building_society_savings_agreement/life_insurance,23,bank,own,st1,unskilled_resident,1,No,yes,1
0_to_200DM,20,Existing_loans_paid_till_now,used_car,6468,Unknown_or_no_savings_acct,unemployed,1,male_divorced/separated,None,4,real_estate,60,none,own,k1,management_self-employed_highly_qualified/officer,1,Yes,yes,2
0_to_200DM,18,Existing_loans_paid_till_now,business,1941,>1000DM,1_to_4yrs,4,male_single,None,2,building_society_savings_agreement/life_insurance,35,none,own,qg1,unskilled_resident,1,Yes,yes,2
None,22,Existing_loans_paid_till_now,radio/television,2675,500_to_1000DM,>7yrs,3,male_single,None,4,car_or_other_nonsavings,40,none,own,v1,skilled_employee/official,1,No,yes,2
None,48,Critical_acct_other_loans_existing,used_car,2751,Unknown_or_no_savings_acct,>7yrs,4,male_single,None,3,car_or_other_nonsavings,38,none,own,k22,skilled_employee/official,2,Yes,yes,2
0_to_200DM,48,Delay_in_past,education,6224,<100DM,>7yrs,4,male_single,None,4,unknown/no_property,50,none,for_free,gz1,skilled_employee/official,1,No,yes,1
<0DM,40,Critical_acct_other_loans_existing,education,5998,<100DM,1_to_4yrs,4,male_single,None,3,unknown/no_property,27,bank,own,inu1,skilled_employee/official,1,Yes,yes,1
0_to_200DM,21,Existing_loans_paid_till_now,business,1188,<100DM,>7yrs,2,female_divorced/separated/married,None,4,building_society_savings_agreement/life_insurance,39,none,own,kd1,skilled_employee/official,2,No,yes,1
None,24,Existing_loans_paid_till_now,used_car,6313,Unknown_or_no_savings_acct,>7yrs,3,male_single,None,4,car_or_other_nonsavings,41,none,own,f1,management_self-employed_highly_qualified/officer,2,Yes,yes,2
None,6,Critical_acct_other_loans_existing,furniture/equipment,1221,Unknown_or_no_savings_acct,1_to_4yrs,1,male_married/widowed,None,2,building_society_savings_agreement/life_insurance,27,none,own,r22,skilled_employee/official,1,No,yes,2
>200DM,24,Existing_loans_paid_till_now,furniture/equipment,2892,<100DM,>7yrs,3,male_divorced/separated,None,4,unknown/no_property,51,none,for_free,p1,skilled_employee/official,1,No,yes,2
None,24,Existing_loans_paid_till_now,furniture/equipment,3062,500_to_1000DM,>7yrs,4,male_single,None,3,unknown/no_property,32,none,rent,dm1,skilled_employee/official,1,Yes,yes,2
None,9,Existing_loans_paid_till_now,furniture/equipment,2301,100_to_500DM,<1yr,2,female_divorced/separated/married,None,4,building_society_savings_agreement/life_insurance,22,none,rent,a1,skilled_employee/official,1,No,yes,2
<0DM,18,Existing_loans_paid_till_now,used_car,7511,Unknown_or_no_savings_acct,>7yrs,1,male_single,None,4,building_society_savings_agreement/life_insurance,51,none,for_free,n1,skilled_employee/official,2,Yes,yes,1
None,12,Critical_acct_other_loans_existing,furniture/equipment,1258,<100DM,<1yr,2,female_divorced/separated/married,None,4,building_society_savings_agreement/life_insurance,22,none,rent,w22,unskilled_resident,1,No,yes,2
None,24,Delay_in_past,new_car,717,Unknown_or_no_savings_acct,>7yrs,4,male_married/widowed,None,4,car_or_other_nonsavings,54,none,own,b22,skilled_employee/official,1,Yes,yes,2
0_to_200DM,9,Existing_loans_paid_till_now,new_car,1549,Unknown_or_no_savings_acct,<1yr,4,male_single,None,2,real_estate,35,none,own,vk1,unemployed/unskilled_nonresident,1,No,yes,2
None,24,Critical_acct_other_loans_existing,education,1597,<100DM,>7yrs,4,male_single,None,4,unknown/no_property,54,none,for_free,22,skilled_employee/official,2,No,yes,2
0_to_200DM,18,Critical_acct_other_loans_existing,radio/television,1795,<100DM,>7yrs,3,female_divorced/separated/married,guarantor,4,real_estate,48,bank,rent,vx22,unskilled_resident,1,Yes,yes,2
<0DM,20,Critical_acct_other_loans_existing,furniture/equipment,4272,<100DM,>7yrs,1,female_divorced/separated/married,None,4,building_society_savings_agreement/life_insurance,24,none,own,f22,skilled_employee/official,1,No,yes,2
None,12,Critical_acct_other_loans_existing,radio/television,976,Unknown_or_no_savings_acct,>7yrs,4,male_single,None,4,car_or_other_nonsavings,35,none,own,w22,skilled_employee/official,1,No,yes,2
0_to_200DM,12,Existing_loans_paid_till_now,new_car,7472,Unknown_or_no_savings_acct,unemployed,1,female_divorced/separated/married,None,2,real_estate,24,none,rent,rdg1,unemployed/unskilled_nonresident,1,No,yes,2
<0DM,36,Existing_loans_paid_till_now,new_car,9271,<100DM,4_to_7yrs,2,male_single,None,1,car_or_other_nonsavings,24,none,own,1,skilled_employee/official,1,Yes,yes,1
0_to_200DM,6,Existing_loans_paid_till_now,radio/television,590,<100DM,<1yr,3,male_married/widowed,None,3,real_estate,26,none,own,vfj1,unskilled_resident,1,No,no,2
None,12,Critical_acct_other_loans_existing,radio/television,930,Unknown_or_no_savings_acct,>7yrs,4,male_single,None,4,real_estate,65,none,own,4444,skilled_employee/official,1,No,yes,2
0_to_200DM,42,All_loans_paid_duly,used_car,9283,<100DM,unemployed,1,male_single,None,2,unknown/no_property,55,bank,for_free,i1,management_self-employed_highly_qualified/officer,1,Yes,yes,2
0_to_200DM,15,No_loans_taken_or_all_paid,new_car,1778,<100DM,<1yr,2,female_divorced/separated/married,None,1,real_estate,26,none,rent,j22,unemployed/unskilled_nonresident,1,No,yes,1
0_to_200DM,8,Existing_loans_paid_till_now,business,907,<100DM,<1yr,3,male_married/widowed,None,2,real_estate,26,none,own,1,skilled_employee/official,1,Yes,yes,2
0_to_200DM,6,Existing_loans_paid_till_now,radio/television,484,<100DM,4_to_7yrs,3,male_married/widowed,guarantor,3,real_estate,28,bank,own,u1,unskilled_resident,1,No,yes,2
<0DM,36,Critical_acct_other_loans_existing,used_car,9629,<100DM,4_to_7yrs,4,male_single,None,4,car_or_other_nonsavings,24,none,own,dd22,skilled_employee/official,1,Yes,yes,1
<0DM,48,Existing_loans_paid_till_now,domestic_appliances,3051,<100DM,1_to_4yrs,3,male_single,None,4,car_or_other_nonsavings,54,none,own,1,skilled_employee/official,1,No,yes,1
<0DM,48,Existing_loans_paid_till_now,new_car,3931,<100DM,4_to_7yrs,4,male_single,None,4,unknown/no_property,46,none,for_free,1,skilled_employee/official,2,No,yes,1
0_to_200DM,36,Delay_in_past,new_car,7432,<100DM,1_to_4yrs,2,female_divorced/separated/married,None,2,building_society_savings_agreement/life_insurance,54,none,rent,1,skilled_employee/official,1,No,yes,2
None,6,Existing_loans_paid_till_now,domestic_appliances,1338,500_to_1000DM,1_to_4yrs,1,male_divorced/separated,None,4,real_estate,62,none,own,td1,skilled_employee/official,1,No,yes,2
None,6,Critical_acct_other_loans_existing,radio/television,1554,<100DM,4_to_7yrs,1,female_divorced/separated/married,None,2,car_or_other_nonsavings,24,none,rent,aw22,skilled_employee/official,1,Yes,yes,2
<0DM,36,Existing_loans_paid_till_now,other,15857,<100DM,unemployed,2,male_divorced/separated,co-applicant,3,car_or_other_nonsavings,43,none,own,ka1,management_self-employed_highly_qualified/officer,1,No,yes,2
<0DM,18,Existing_loans_paid_till_now,radio/television,1345,<100DM,1_to_4yrs,4,male_married/widowed,None,3,real_estate,26,bank,own,fw1,skilled_employee/official,1,No,yes,1
None,12,Existing_loans_paid_till_now,new_car,1101,<100DM,1_to_4yrs,3,male_married/widowed,None,2,real_estate,27,none,own,gh22,skilled_employee/official,1,Yes,yes,2
>200DM,12,Existing_loans_paid_till_now,radio/television,3016,<100DM,1_to_4yrs,3,male_married/widowed,None,1,car_or_other_nonsavings,24,none,own,mm1,skilled_employee/official,1,No,yes,2
<0DM,36,Existing_loans_paid_till_now,furniture/equipment,2712,<100DM,>7yrs,2,male_single,None,2,building_society_savings_agreement/life_insurance,41,bank,own,1,skilled_employee/official,2,No,yes,1
<0DM,8,Critical_acct_other_loans_existing,new_car,731,<100DM,>7yrs,4,male_single,None,4,real_estate,47,none,own,k22,unskilled_resident,1,No,yes,2
None,18,Critical_acct_other_loans_existing,furniture/equipment,3780,<100DM,<1yr,3,male_divorced/separated,None,2,car_or_other_nonsavings,35,none,own,e22,management_self-employed_highly_qualified/officer,1,Yes,yes,2
<0DM,21,Critical_acct_other_loans_existing,new_car,1602,<100DM,>7yrs,4,male_married/widowed,None,3,car_or_other_nonsavings,30,none,own,h22,skilled_employee/official,1,Yes,yes,2
<0DM,18,Critical_acct_other_loans_existing,new_car,3966,<100DM,>7yrs,1,female_divorced/separated/married,None,4,real_estate,33,bank,rent,g333,skilled_employee/official,1,Yes,yes,1
None,18,No_loans_taken_or_all_paid,business,4165,<100DM,1_to_4yrs,2,male_single,None,2,car_or_other_nonsavings,36,stores,own,c22,skilled_employee/official,2,No,yes,1
<0DM,36,Existing_loans_paid_till_now,used_car,8335,Unknown_or_no_savings_acct,>7yrs,3,male_single,None,4,unknown/no_property,47,none,for_free,o1,skilled_employee/official,1,No,yes,1
0_to_200DM,48,Delay_in_past,business,6681,Unknown_or_no_savings_acct,1_to_4yrs,4,male_single,None,4,unknown/no_property,38,none,for_free,n1,skilled_employee/official,2,Yes,yes,2
None,24,Delay_in_past,business,2375,500_to_1000DM,1_to_4yrs,4,male_single,None,2,car_or_other_nonsavings,44,none,own,22,skilled_employee/official,2,Yes,yes,2
<0DM,18,Existing_loans_paid_till_now,new_car,1216,<100DM,<1yr,4,female_divorced/separated/married,None,3,car_or_other_nonsavings,23,none,rent,1,skilled_employee/official,1,Yes,yes,1
<0DM,45,No_loans_taken_or_all_paid,business,11816,<100DM,>7yrs,2,male_single,None,4,car_or_other_nonsavings,29,none,rent,n22,skilled_employee/official,1,No,yes,1
0_to_200DM,24,Existing_loans_paid_till_now,radio/television,5084,Unknown_or_no_savings_acct,>7yrs,2,female_divorced/separated/married,None,4,car_or_other_nonsavings,42,none,own,1,skilled_employee/official,1,Yes,yes,2
>200DM,15,Existing_loans_paid_till_now,radio/television,2327,<100DM,<1yr,2,female_divorced/separated/married,None,3,real_estate,25,none,own,y1,unskilled_resident,1,No,yes,1
<0DM,12,No_loans_taken_or_all_paid,new_car,1082,<100DM,1_to_4yrs,4,male_single,None,4,car_or_other_nonsavings,48,bank,own,f22,skilled_employee/official,1,No,yes,1
None,12,Existing_loans_paid_till_now,radio/television,886,Unknown_or_no_savings_acct,1_to_4yrs,4,female_divorced/separated/married,None,2,car_or_other_nonsavings,21,none,own,g1,skilled_employee/official,1,No,yes,2
None,4,Existing_loans_paid_till_now,furniture/equipment,601,<100DM,<1yr,1,female_divorced/separated/married,None,3,real_estate,23,none,rent,1,unskilled_resident,2,No,yes,2
<0DM,24,Critical_acct_other_loans_existing,used_car,2957,<100DM,>7yrs,4,male_single,None,4,building_society_savings_agreement/life_insurance,63,none,own,c22,skilled_employee/official,1,Yes,yes,2
None,24,Critical_acct_other_loans_existing,radio/television,2611,<100DM,>7yrs,4,male_married/widowed,co-applicant,3,real_estate,46,none,own,jt22,skilled_employee/official,1,No,yes,2
<0DM,36,Existing_loans_paid_till_now,furniture/equipment,5179,<100DM,4_to_7yrs,4,male_single,None,2,building_society_savings_agreement/life_insurance,29,none,own,yl1,skilled_employee/official,1,No,yes,1
None,21,Delay_in_past,used_car,2993,<100DM,1_to_4yrs,3,male_single,None,2,real_estate,28,stores,own,ia22,unskilled_resident,1,No,yes,2
None,18,Existing_loans_paid_till_now,repairs,1943,<100DM,<1yr,4,female_divorced/separated/married,None,4,real_estate,23,none,own,1,skilled_employee/official,1,No,yes,1
None,24,All_loans_paid_duly,business,1559,<100DM,4_to_7yrs,4,male_single,None,4,car_or_other_nonsavings,50,bank,own,y1,skilled_employee/official,1,Yes,yes,2
None,18,Existing_loans_paid_till_now,furniture/equipment,3422,<100DM,>7yrs,4,male_single,None,4,building_society_savings_agreement/life_insurance,47,bank,own,333,skilled_employee/official,2,Yes,yes,2
0_to_200DM,21,Existing_loans_paid_till_now,furniture/equipment,3976,Unknown_or_no_savings_acct,4_to_7yrs,2,male_single,None,3,car_or_other_nonsavings,35,none,own,tw1,skilled_employee/official,1,Yes,yes,2
None,18,Existing_loans_paid_till_now,new_car,6761,Unknown_or_no_savings_acct,1_to_4yrs,2,male_single,None,4,car_or_other_nonsavings,68,none,rent,yh22,skilled_employee/official,1,No,yes,1
None,24,Existing_loans_paid_till_now,new_car,1249,<100DM,<1yr,4,male_married/widowed,None,2,real_estate,28,none,own,1,skilled_employee/official,1,No,yes,2
<0DM,9,Existing_loans_paid_till_now,radio/television,1364,<100DM,4_to_7yrs,3,male_single,None,4,real_estate,59,none,own,x1,skilled_employee/official,1,No,yes,2
<0DM,12,Existing_loans_paid_till_now,radio/television,709,<100DM,>7yrs,4,male_single,None,4,real_estate,57,stores,own,1,unskilled_resident,1,No,yes,1
<0DM,20,Critical_acct_other_loans_existing,new_car,2235,<100DM,1_to_4yrs,4,male_married/widowed,guarantor,2,building_society_savings_agreement/life_insurance,33,bank,rent,22,skilled_employee/official,1,No,no,1
None,24,Critical_acct_other_loans_existing,used_car,4042,Unknown_or_no_savings_acct,4_to_7yrs,3,male_single,None,4,building_society_savings_agreement/life_insurance,43,none,own,22,skilled_employee/official,1,Yes,yes,2
None,15,Critical_acct_other_loans_existing,radio/television,1471,<100DM,1_to_4yrs,4,male_single,None,4,unknown/no_property,35,none,for_free,h22,skilled_employee/official,1,Yes,yes,2
<0DM,18,All_loans_paid_duly,new_car,1442,<100DM,4_to_7yrs,4,male_single,None,4,unknown/no_property,32,none,for_free,p22,unskilled_resident,2,No,yes,1
None,36,Delay_in_past,new_car,10875,<100DM,>7yrs,2,male_single,None,2,car_or_other_nonsavings,45,none,own,l22,skilled_employee/official,2,Yes,yes,2
None,24,Existing_loans_paid_till_now,new_car,1474,100_to_500DM,<1yr,4,male_married/widowed,None,3,real_estate,33,none,own,mo1,skilled_employee/official,1,Yes,yes,2
None,10,Existing_loans_paid_till_now,retraining,894,Unknown_or_no_savings_acct,4_to_7yrs,4,female_divorced/separated/married,None,3,building_society_savings_agreement/life_insurance,40,none,own,1,skilled_employee/official,1,Yes,yes,2
None,15,Critical_acct_other_loans_existing,furniture/equipment,3343,<100DM,1_to_4yrs,4,male_single,None,2,unknown/no_property,28,none,for_free,f1,skilled_employee/official,1,Yes,yes,2
<0DM,15,Existing_loans_paid_till_now,new_car,3959,<100DM,1_to_4yrs,3,female_divorced/separated/married,None,2,building_society_savings_agreement/life_insurance,29,none,own,z1,skilled_employee/official,1,Yes,yes,1
None,9,Existing_loans_paid_till_now,new_car,3577,100_to_500DM,1_to_4yrs,1,male_single,guarantor,2,real_estate,26,none,rent,x1,skilled_employee/official,2,No,no,2
None,24,Critical_acct_other_loans_existing,used_car,5804,>1000DM,1_to_4yrs,4,male_single,None,2,real_estate,27,none,own,s22,skilled_employee/official,1,No,yes,2
None,18,Delay_in_past,business,2169,<100DM,1_to_4yrs,4,male_married/widowed,None,2,car_or_other_nonsavings,28,none,own,1,skilled_employee/official,1,Yes,yes,1
<0DM,24,Existing_loans_paid_till_now,radio/television,2439,<100DM,<1yr,4,female_divorced/separated/married,None,4,real_estate,35,none,own,px1,skilled_employee/official,1,Yes,yes,1
None,27,Critical_acct_other_loans_existing,furniture/equipment,4526,>1000DM,<1yr,4,male_single,None,2,real_estate,32,stores,own,22,unskilled_resident,2,Yes,yes,2
None,10,Existing_loans_paid_till_now,furniture/equipment,2210,<100DM,1_to_4yrs,2,male_single,None,2,real_estate,25,bank,rent,l1,unskilled_resident,1,No,yes,1
None,15,Existing_loans_paid_till_now,furniture/equipment,2221,500_to_1000DM,1_to_4yrs,2,female_divorced/separated/married,None,4,car_or_other_nonsavings,20,none,rent,gu1,skilled_employee/official,1,No,yes,2
<0DM,18,Existing_loans_paid_till_now,radio/television,2389,<100DM,<1yr,4,female_divorced/separated/married,None,1,car_or_other_nonsavings,27,stores,own,1,skilled_employee/official,1,No,yes,2
None,12,Critical_acct_other_loans_existing,furniture/equipment,3331,<100DM,>7yrs,2,male_single,None,4,building_society_savings_agreement/life_insurance,42,stores,own,ss1,skilled_employee/official,1,No,yes,2
None,36,Existing_loans_paid_till_now,business,7409,Unknown_or_no_savings_acct,>7yrs,3,male_single,None,2,building_society_savings_agreement/life_insurance,37,none,own,22,skilled_employee/official,1,No,yes,2
<0DM,12,Existing_loans_paid_till_now,furniture/equipment,652,<100DM,>7yrs,4,female_divorced/separated/married,None,4,building_society_savings_agreement/life_insurance,24,none,rent,qv1,skilled_employee/official,1,No,yes,2
None,36,Delay_in_past,furniture/equipment,7678,500_to_1000DM,4_to_7yrs,2,female_divorced/separated/married,None,4,car_or_other_nonsavings,40,none,own,22,skilled_employee/official,1,Yes,yes,2
>200DM,6,Critical_acct_other_loans_existing,new_car,1343,<100DM,>7yrs,1,male_single,None,4,real_estate,46,none,own,n22,skilled_employee/official,2,No,no,2
<0DM,24,Critical_acct_other_loans_existing,business,1382,100_to_500DM,4_to_7yrs,4,male_single,None,1,real_estate,26,none,own,22,skilled_employee/official,1,Yes,yes,2
None,15,Existing_loans_paid_till_now,domestic_appliances,874,Unknown_or_no_savings_acct,<1yr,4,female_divorced/separated/married,None,1,real_estate,24,none,own,k1,skilled_employee/official,1,No,yes,2
<0DM,12,Existing_loans_paid_till_now,furniture/equipment,3590,<100DM,1_to_4yrs,2,male_single,co-applicant,2,building_society_savings_agreement/life_insurance,29,none,own,v1,unskilled_resident,2,No,yes,2
0_to_200DM,11,Critical_acct_other_loans_existing,new_car,1322,>1000DM,1_to_4yrs,4,female_divorced/separated/married,None,4,car_or_other_nonsavings,40,none,own,w22,skilled_employee/official,1,No,yes,2
<0DM,18,All_loans_paid_duly,radio/television,1940,<100DM,<1yr,3,male_single,co-applicant,4,unknown/no_property,36,bank,for_free,1,management_self-employed_highly_qualified/officer,1,Yes,yes,2
None,36,Existing_loans_paid_till_now,radio/television,3595,<100DM,>7yrs,4,male_single,None,2,car_or_other_nonsavings,28,none,own,1,skilled_employee/official,1,No,yes,2
<0DM,9,Existing_loans_paid_till_now,new_car,1422,<100DM,<1yr,3,male_single,None,2,unknown/no_property,27,none,for_free,m1,management_self-employed_highly_qualified/officer,1,Yes,yes,1
None,30,Critical_acct_other_loans_existing,radio/television,6742,Unknown_or_no_savings_acct,4_to_7yrs,2,male_single,None,3,building_society_savings_agreement/life_insurance,36,none,own,f22,skilled_employee/official,1,No,yes,2
None,24,Existing_loans_paid_till_now,used_car,7814,<100DM,4_to_7yrs,3,male_single,None,3,car_or_other_nonsavings,38,none,own,1,management_self-employed_highly_qualified/officer,1,Yes,yes,2
None,24,Existing_loans_paid_till_now,used_car,9277,Unknown_or_no_savings_acct,1_to_4yrs,2,male_divorced/separated,None,4,unknown/no_property,48,none,for_free,x1,skilled_employee/official,1,Yes,yes,2
0_to_200DM,30,Critical_acct_other_loans_existing,new_car,2181,Unknown_or_no_savings_acct,>7yrs,4,male_single,None,4,real_estate,36,none,own,f22,skilled_employee/official,1,No,yes,2
None,18,Critical_acct_other_loans_existing,radio/television,1098,<100DM,unemployed,4,female_divorced/separated/married,None,4,car_or_other_nonsavings,65,none,own,22,unemployed/unskilled_nonresident,1,No,yes,2
0_to_200DM,24,Existing_loans_paid_till_now,furniture/equipment,4057,<100DM,4_to_7yrs,3,male_divorced/separated,None,3,car_or_other_nonsavings,43,none,own,i1,skilled_employee/official,1,Yes,yes,1
<0DM,12,Existing_loans_paid_till_now,education,795,<100DM,<1yr,4,female_divorced/separated/married,None,4,building_society_savings_agreement/life_insurance,53,none,own,pc1,skilled_employee/official,1,No,yes,1
0_to_200DM,24,Critical_acct_other_loans_existing,business,2825,Unknown_or_no_savings_acct,4_to_7yrs,4,male_single,None,3,unknown/no_property,34,none,own,o22,skilled_employee/official,2,Yes,yes,2
0_to_200DM,48,Existing_loans_paid_till_now,business,15672,<100DM,1_to_4yrs,2,male_single,None,2,car_or_other_nonsavings,23,none,own,pi1,skilled_employee/official,1,Yes,yes,1
None,36,Critical_acct_other_loans_existing,new_car,6614,<100DM,>7yrs,4,male_single,None,4,car_or_other_nonsavings,34,none,own,i22,management_self-employed_highly_qualified/officer,1,Yes,yes,2
None,28,All_loans_paid_duly,used_car,7824,Unknown_or_no_savings_acct,<1yr,3,male_single,guarantor,4,real_estate,40,bank,rent,r22,skilled_employee/official,2,Yes,yes,2
<0DM,27,Critical_acct_other_loans_existing,business,2442,<100DM,>7yrs,4,male_single,None,4,car_or_other_nonsavings,43,stores,own,4444,management_self-employed_highly_qualified/officer,2,Yes,yes,2
None,15,Critical_acct_other_loans_existing,radio/television,1829,<100DM,>7yrs,4,male_single,None,4,car_or_other_nonsavings,46,none,own,a22,skilled_employee/official,1,Yes,yes,2
<0DM,12,Critical_acct_other_loans_existing,new_car,2171,<100DM,1_to_4yrs,4,male_single,None,4,building_society_savings_agreement/life_insurance,38,bank,own,r22,unskilled_resident,1,No,no,2
0_to_200DM,36,Critical_acct_other_loans_existing,used_car,5800,<100DM,1_to_4yrs,3,male_single,None,4,car_or_other_nonsavings,34,none,own,j22,skilled_employee/official,1,Yes,yes,2
